"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Azerbaijan","AZE","Rural population","SP.RUR.TOTL","1843964","1919883","1999614","2081445","2163099","2242847","2319969","2394616","2467072","2537842","2589598","2617851","2643251","2666369","2694806","2729430","2763450","2797067","2830493","2866098","2904563","2943617","2983149","3023507","3062458","3100035","3138710","3178248","3218027","3274308","3311109","3385305","3459796","3535841","3607435","3672969","3734314","3794654","3855372","3896779","3912746","3926875","3939942","3953356","3971421","3995444","4022610","4051232","4119674","4188204","4219228","4254200","4289447","4322312","4352287","4378871","4401261","",
"Burundi","BDI","Rural population","SP.RUR.TOTL","2728239","2779607","2831339","2885234","2943627","3007270","3077215","3153140","3229646","3299294","3357294","3401281","3434146","3462690","3496385","3542074","3602114","3674537","3757022","3845634","3938188","4033025","4130844","4232965","4341219","4456571","4579297","4707425","4836530","4960741","5075814","5184309","5285409","5377616","5459772","5532134","5593345","5646477","5701961","5774364","5872904","6001140","6156266","6333730","6526047","6727356","6937201","7156414","7381347","7608209","7834041","8056680","8276928","8498853","8728417","8969544","9223441","",
"Belgium","BEL","Rural population","SP.RUR.TOTL","690173","683837","675039","665612","657593","649491","639888","629663","618582","607025","594492","582711","572373","561805","551360","540999","530184","510589","491485","473116","455398","440204","430030","420141","410476","401233","392205","383459","375867","368490","361118","354059","347362","340654","333815","326709","319832","313175","306498","300145","294416","289670","285288","280986","276681","272758","269184","265961","262823","259764","257027","255534","252389","248706","244582","241493","238448","",
"Benin","BEN","Rural population","SP.RUR.TOTL","2206089","2222831","2240843","2260144","2280795","2302811","2326102","2350477","2375559","2400941","2426241","2451296","2476003","2500624","2525227","2549963","2574679","2599354","2623501","2653248","2700929","2750110","2800774","2852850","2906198","2960894","3016338","3072822","3131512","3194225","3261662","3334455","3421578","3526419","3631558","3734793","3835056","3933248","4031040","4130741","4234026","4341576","4452452","4565203","4678290","4790772","4902364","5013437","5124397","5236141","5349001","5463046","5578019","5693933","5810552","5927821","6045541","",
"Burkina Faso","BFA","Rural population","SP.RUR.TOTL","4602311","4659836","4717617","4776782","4839102","4905880","4977618","5053908","5134082","5216827","5301410","5387934","5476828","5568724","5664230","5763916","5855684","5941347","6030036","6123379","6222092","6326599","6435915","6548381","6661835","6774747","6913027","7076003","7243579","7416142","7593790","7776737","7964837","8158483","8357843","8563179","8774616","8972391","9157788","9345913","9536621","9730061","9925695","10124203","10325814","10531249","10739877","10950825","11165220","11381867","11600138","11819395","12039651","12260605","12481823","12702973","12924216","",
"Bangladesh","BGD","Rural population","SP.RUR.TOTL","45724690","46975294","48224500","49523885","50900840","52366186","53943278","55606409","57263368","58790461","60108693","61176525","62040282","62816028","63571061","64292272","65187498","66212014","67305242","68380545","69371623","70492470","72063822","73646709","75253421","76893617","78565281","80253465","81932385","83573500","85151610","86702516","88299097","89857816","91402913","92955789","94512711","96064136","97595068","99092222","100541228","101792699","102783806","103667859","104406451","104978657","105367090","105591498","105699746","105756119","105801443","105852920","105909969","105961967","105979006","105946058","105861481","",
"Bulgaria","BGR","Rural population","SP.RUR.TOTL","4948578","4862618","4768184","4666744","4561889","4450351","4357529","4279849","4204219","4129877","4049527","3981375","3909118","3838830","3773605","3700908","3632541","3572033","3496879","3423053","3358522","3325011","3290185","3253796","3216973","3172930","3135449","3108935","3081354","3015064","2931350","2873111","2813472","2767905","2739354","2708267","2675519","2640661","2604686","2571814","2541005","2469539","2388453","2342006","2297078","2252963","2209465","2167172","2126239","2087198","2048433","2010650","1974708","1939786","1905241","1870010","1834274","",
"Bahrain","BHR","Rural population","SP.RUR.TOTL","28717","29655","30551","31403","32208","32800","33061","33293","33559","33944","34495","35204","36058","37117","38439","40048","41978","44160","46389","48396","50021","51191","51984","52562","53143","53876","54805","55866","56969","57976","58817","59495","60689","62228","63796","65457","67212","69119","71318","73992","77281","81132","85498","90517","96379","103143","110994","119739","128535","136278","142265","146042","147978","149076","150759","153991","159120","",
"Bahamas, The","BHS","Rural population","SP.RUR.TOTL","44127","45521","46989","48481","49947","51340","52633","53825","54860","55692","56286","56629","56752","56737","56675","56632","56623","56638","56667","56692","56664","56341","56014","55655","55234","54743","54170","53529","52848","52173","51682","52048","52447","52828","53137","53338","53409","53388","53339","53360","53593","54370","55283","56291","57326","58343","59328","60291","61221","62118","62969","63761","64486","65142","65729","66250","66701","",
"Bosnia and Herzegovina","BIH","Rural population","SP.RUR.TOTL","2611501","2641208","2667927","2692741","2713477","2728913","2738323","2742338","2742365","2740404","2737626","2736228","2739131","2741095","2740988","2738244","2732430","2724085","2714104","2703890","2694209","2690500","2703908","2716993","2729615","2741172","2753605","2765485","2768713","2752889","2711573","2645038","2565790","2475161","2391719","2328867","2291287","2275136","2274744","2280770","2286165","2289735","2293274","2296119","2298153","2299095","2298635","2296102","2289736","2278546","2262059","2239473","2211612","2181529","2153295","2129815","2112200","",
"Belarus","BLR","Rural population","SP.RUR.TOTL","5541766","5498539","5456899","5414847","5370261","5327265","5281469","5234313","5183803","5128878","5061496","4981753","4897996","4809523","4714698","4625987","4533373","4443919","4357973","4274272","4194898","4118594","4041007","3963186","3884720","3807158","3730271","3653104","3561979","3500006","3466196","3427834","3395185","3363000","3319582","3269624","3219907","3167936","3114946","3059960","2996577","2933092","2867027","2800401","2735436","2671686","2611003","2555356","2503383","2455407","2409184","2363935","2321925","2283482","2247638","2214212","2180982","",
"Belize","BLZ","Rural population","SP.RUR.TOTL","42324","43829","45371","46976","48659","50427","52301","54250","56233","58154","59914","61392","62754","64016","65221","66402","67557","68695","69906","71307","72980","74989","77277","79779","82402","85068","87789","90582","93370","96037","98530","100712","102306","103956","106002","108689","112120","116181","120630","125101","129437","134142","138649","143040","147487","152089","156884","161823","166857","171933","177003","181984","186883","191716","196513","201298","206063","",
"Bermuda","BMU","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bolivia","BOL","Rural population","SP.RUR.TOTL","2335663","2369611","2404299","2439767","2476047","2513304","2551441","2590493","2630501","2671546","2713560","2756582","2800574","2845708","2892083","2939733","2988754","3012190","3026035","3038481","3049057","3058047","3065104","3070214","3072932","3073537","3071660","3067580","3061492","3054213","3045749","3036223","3027552","3042859","3057684","3072086","3095389","3118433","3140994","3162536","3182858","3202029","3219823","3236596","3252420","3267444","3281473","3294686","3307150","3318853","3329951","3340467","3350304","3359701","3368589","3376995","3384934","",
"Brazil","BRA","Rural population","SP.RUR.TOTL","38891711","39315725","39742281","40154044","40536437","40883136","41188409","41456121","41683417","41876543","42030536","42127046","42181485","42208301","42210567","42195781","42162015","42112130","42041377","41951277","41838889","41711594","41560028","41377910","41154932","40890118","40576188","40221975","39827946","39402933","38948052","38465272","37954804","37427434","36887092","36338211","35782889","35104063","34406802","33694963","32968089","32789666","32643365","32476348","32290435","32086234","31861822","31618729","31361022","31097605","30828136","30552052","30282703","30015176","29747727","29479357","29210529","",
"Barbados","BRB","Rural population","SP.RUR.TOTL","146007","146307","146711","147171","147605","147954","148203","148392","148581","148855","149187","149410","149763","150193","150629","151016","151342","151619","151834","151980","152371","154756","157067","159323","161575","163855","166183","168550","170938","173328","175362","175650","175941","176228","176523","176828","177155","177494","177830","178145","178558","179597","180609","181612","182654","183753","184931","186164","187440","188705","189939","191075","192128","193089","193966","194760","195465","",
"Brunei Darussalam","BRN","Rural population","SP.RUR.TOTL","46267","46883","47381","47799","48165","48524","48862","49160","49400","49575","49663","49659","52235","55230","58307","61445","64638","67887","71167","74473","77793","81104","82381","83204","83976","84749","85506","86250","86976","87703","88419","89122","90194","91276","92283","93188","93975","94654","95224","95704","96093","96416","96651","96807","96852","96756","96520","96171","95776","95429","95183","95067","95048","95096","95157","95191","95198","",
"Bhutan","BTN","Rural population","SP.RUR.TOTL","215259","220237","225320","230624","236329","242537","249289","256531","264178","272080","280137","288298","296564","304969","313577","322417","331498","340781","350052","359086","367715","375626","382841","389952","397767","406720","417382","429175","440049","447298","449231","445081","436052","424818","415015","409137","407865","410308","415415","421597","427665","433474","439215","444583","449254","453311","459051","463910","467982","471471","474473","477000","479128","480862","482190","483109","483629","",
"Botswana","BWA","Rural population","SP.RUR.TOTL","508501","520610","533577","547426","561528","574264","587343","600711","614247","627765","641104","653976","670817","688733","707649","727697","748865","770874","793187","815135","836177","856138","866209","871645","873382","871335","865110","854664","840102","821886","800112","775065","779700","787912","794925","800536","804757","807731","809351","809610","808535","806182","812121","819044","826107","833779","842141","851168","860832","871069","881806","893009","904694","916578","928431","940146","951635","",
"Central African Republic","CAF","Rural population","SP.RUR.TOTL","1201303","1211897","1223255","1235309","1247902","1261044","1274752","1288952","1302202","1314683","1325960","1335873","1344702","1353213","1362221","1372398","1390577","1416180","1443928","1474332","1507554","1544145","1583569","1623928","1662692","1698237","1729628","1757680","1784509","1817135","1857206","1902047","1950761","2002007","2053763","2104498","2153847","2202046","2249265","2295722","2341647","2386696","2430457","2473251","2515501","2556580","2597401","2637399","2673716","2702436","2721252","2728931","2727568","2722290","2720117","2725978","2741518","",
"Canada","CAN","Rural population","SP.RUR.TOTL","5540868","5541960","5492247","5441341","5390322","5334312","5284252","5275481","5256115","5223145","5191541","5175447","5284850","5401988","5527043","5660443","5761204","5819788","5868870","5918004","5985198","6047712","6080235","6100530","6118361","6134245","6157416","6233409","6309029","6417090","6508096","6586539","6591734","6587858","6575215","6553280","6542357","6495228","6435543","6373418","6314558","6275436","6307525","6345653","6384602","6422979","6444726","6447349","6456994","6470810","6482425","6485634","6500784","6513031","6520736","6511484","6525453","",
"Central Europe and the Baltics","CEB","Rural population","SP.RUR.TOTL","50720637","50539793","50352155","50175481","50005251","49746715","49511646","49426465","49294848","49088427","48793002","48395086","48011832","47633355","47275359","46957082","46633128","46240308","45775082","45321917","44945953","44711654","44527051","44325667","44107075","43882202","43655359","43414304","43145850","42866618","42613866","42195427","41999836","42073783","42081242","42079218","41967254","41964803","41899649","41899909","41663018","41426593","41093389","40920662","40764166","40600307","40437866","40210273","39984942","39850108","39664527","39482464","39347991","39206235","39049850","38869284","38665013","",
"Switzerland","CHE","Rural population","SP.RUR.TOTL","2609623","2626340","2658208","2679371","2687186","2681269","2671919","2667363","2662877","2654478","2635031","2634668","2658402","2681695","2699790","2702222","2690413","2684888","2688709","2697702","2712037","2661086","2560486","2456593","2351989","2251040","2153190","2059287","1968983","1882140","1800834","1782886","1806158","1826221","1844334","1860290","1872131","1880261","1889554","1902230","1916614","1928780","1940658","1952321","1962980","1972769","1982344","1997270","2019904","2042435","2060846","2080882","2100056","2120460","2141823","2160711","2177665","",
"Channel Islands","CHI","Rural population","SP.RUR.TOTL","67074","67966","68912","69911","70942","72004","73079","74168","75268","76367","77459","78585","79862","81085","82215","83203","84031","84720","85361","86066","86916","87824","88529","89355","90265","91214","92209","93367","94517","95582","96512","97311","98050","98701","99357","100080","100801","101394","102036","102718","103416","104114","104790","105485","106176","106859","107537","108202","108843","109449","110025","110557","111032","111465","111857","112232","112584","",
"Chile","CHL","Rural population","SP.RUR.TOTL","2481975","2472775","2465720","2457730","2448737","2438977","2428116","2416142","2402509","2387044","2369256","2350247","2329023","2306095","2281545","2255536","2228294","2200118","2171291","2142250","2113206","2084441","2064599","2081203","2098449","2116575","2135639","2155488","2175741","2195759","2215276","2234172","2246971","2235665","2223198","2209542","2194826","2178950","2162149","2144244","2125644","2106230","2086068","2066264","2046720","2027587","2009130","1991206","1973607","1956423","1939621","1922891","1906495","1890368","1874813","1859753","1845242","",
"China","CHN","Rural population","SP.RUR.TOTL","558984648","550002064","551084460","561172774","570563019","585836641","603653090","620353282","637762514","656497738","675928190","695661123","713898765","730387430","744661478","756942270","768187399","778161684","785011465","788605339","791287529","793935216","797806157","802837860","806618745","810625110","815464944","821058949","826508924","831145763","835019382","836478966","836448460","835478607","833998460","831819843","828956742","825589438","821328874","815968942","809645853","800082679","788406300","775926016","762817902","749352182","735901746","722214159","708173810","693852712","679206337","664363135","649832871","635688202","621970693","608629709","595886586","",
"Cote d'Ivoire","CIV","Rural population","SP.RUR.TOTL","2929795","2995594","3064791","3134601","3201342","3262952","3356159","3449147","3545509","3650106","3765979","3893946","4032218","4178852","4330408","4478720","4597275","4712971","4824641","5029222","5239197","5454544","5674502","5897721","6122320","6347186","6571078","6794056","7013582","7224780","7441006","7662101","7886228","8110838","8332568","8548548","8759175","8964232","9158715","9309715","9421065","9509257","9577113","9632950","9687282","9748312","9817203","9873921","9937344","10008056","10087030","10174972","10272148","10375568","10481809","10588302","10694205","",
"Cameroon","CMR","Rural population","SP.RUR.TOTL","4454852","4519507","4586802","4656566","4728507","4802536","4878498","4956491","5036469","5118577","5202525","5252104","5298944","5343182","5384266","5422099","5470002","5565579","5663515","5764124","5867289","5972851","6080097","6188744","6298373","6408699","6519172","6638001","6783354","6927692","7069314","7208095","7343978","7476832","7605569","7730245","7850457","7967342","8082657","8198880","8318042","8441057","8567132","8696509","8828898","8964567","9103180","9245339","9389787","9535937","9682495","9829499","9976816","10124047","10270610","10416881","10562167","",
"Congo, Dem. Rep.","COD","Rural population","SP.RUR.TOTL","11847891","12115646","12392036","12679637","12981537","13299425","13634688","13986005","14348691","14716769","15085890","15453610","15821308","16195138","16582577","16988711","17417692","17866322","18324952","18779623","19221970","19650393","20072064","20496959","20938340","21362779","21808415","22275820","22783909","23358209","24011096","24757166","25579870","26427815","27229049","27936534","28532658","29040978","29505516","29990648","30542218","31172245","31867474","32619310","33411557","34231718","35078719","35957178","36863521","37797026","38754607","39733284","40731912","41747693","42776952","43817628","44867797","",
"Congo, Rep.","COG","Rural population","SP.RUR.TOTL","709448","720212","731344","742813","754553","766572","778753","791126","803809","817019","830775","845125","859940","874978","889253","902125","914348","926053","937320","948394","959397","970434","981315","991864","1001803","1016627","1036215","1055659","1075124","1094760","1114703","1134942","1155491","1176467","1198008","1220111","1242903","1265004","1287484","1310020","1332387","1354308","1375921","1398346","1422959","1450561","1481578","1515228","1549832","1582976","1613075","1639655","1663377","1685272","1706980","1729493","1753133","",
"Colombia","COL","Rural population","SP.RUR.TOTL","9058772","9114918","9165190","9209373","9246390","9376458","9508900","9638761","9761408","9872295","9967257","10045601","10108903","10162281","10213122","10264489","10315489","10365937","10415086","10462291","10506839","10549626","10589399","10625011","10654094","10676084","10718952","10766909","10807732","10843211","10872311","10895428","10912604","10923702","10973782","11039392","11098143","11150747","11198578","11242177","11282805","11321137","11356357","11387825","11414187","11435632","11451644","11462396","11467854","11468040","11462994","11452696","11437673","11417707","11393114","11364610","11332354","",
"Comoros","COM","Rural population","SP.RUR.TOTL","167133","168225","169218","170168","171144","172208","173412","176301","179361","182434","185447","188302","191113","194184","197935","202644","208441","215163","222399","229599","236366","242495","248168","253591","259079","264836","270889","277168","283628","290221","296887","303636","312344","321725","331240","340853","350556","360337","370211","380115","390063","400039","410070","420221","430583","441148","451934","462922","474125","485536","497144","508970","520975","533109","545292","557444","569555","",
"Cabo Verde","CPV","Rural population","SP.RUR.TOTL","168567","171051","174547","178943","184031","189602","195741","202338","208701","213901","217350","218667","218176","216632","215026","214073","213963","214522","215711","217403","219241","218716","218400","218021","217221","215822","211689","206778","201422","196069","191044","192310","194006","195939","197791","199358","200567","201487","202101","202464","202595","202818","202788","202478","201816","200794","199390","197674","195735","193736","191745","189895","188173","186578","185095","183716","182441","",
"Costa Rica","CRI","Rural population","SP.RUR.TOTL","876420","907519","939718","970780","996049","1020680","1044595","1067786","1090029","1111140","1131007","1149552","1166905","1184374","1206851","1230150","1254366","1279465","1305395","1332108","1359541","1387810","1416821","1446321","1475061","1489479","1502645","1514718","1525987","1537010","1547936","1558736","1569121","1578925","1587773","1595400","1601805","1606957","1610100","1610537","1607508","1582452","1554135","1523432","1491214","1458326","1424832","1390715","1356005","1320761","1284769","1248293","1212864","1178671","1145862","1114412","1084386","",
"Caribbean small states","CSS","Rural population","SP.RUR.TOTL","2871909","2916824","2960935","3003297","3043004","3079799","3112667","3142052","3168990","3195062","3221133","3247668","3269871","3287547","3304852","3321346","3336680","3351172","3365431","3380447","3397554","3428735","3460970","3499575","3534578","3564142","3587284","3605032","3619829","3635200","3652623","3668818","3688797","3710334","3731282","3749949","3766000","3780054","3792647","3804730","3817923","3838219","3861523","3885171","3908428","3931873","3954802","3977322","3999674","4022212","4044969","4066746","4088234","4108910","4128205","4145621","4161038","",
"Cuba","CUB","Rural population","SP.RUR.TOTL","2970641","3018863","3071354","3126344","3181049","3233495","3282859","3329465","3374165","3418341","3462867","3461414","3447665","3430559","3407284","3376697","3338777","3294868","3245644","3192676","3136831","3078636","3035851","2997495","2961744","2930822","2905022","2883592","2863925","2843102","2818643","2807082","2809243","2808958","2807372","2805361","2803169","2795569","2782067","2767613","2751667","2734550","2716438","2704732","2699446","2693100","2685453","2676713","2667632","2659306","2652274","2646883","2642820","2639406","2634578","2627648","2618360","",
"Curacao","CUW","Rural population","SP.RUR.TOTL","31568","31403","31474","31570","31616","31610","31433","31261","31239","31235","31194","31248","30803","30135","29927","29586","29146","28671","27980","27417","26989","26637","26443","26175","25857","25542","25093","24463","23688","22915","22278","21737","20948","19879","18847","17881","17033","16162","15003","13667","12379","11600","11765","12167","12540","13031","13543","13992","14353","14633","15012","15422","15738","16094","16480","16855","17178","",
"Cayman Islands","CYM","Rural population","SP.RUR.TOTL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Cyprus","CYP","Rural population","SP.RUR.TOTL","368806","367884","365829","363068","360595","359107","358806","359456","360736","362201","363503","364550","365453","363557","353241","342570","331640","320498","308894","296634","283662","270094","256179","251103","249420","248556","248593","249392","250808","252644","254700","256960","259413","263703","268587","273398","278089","282659","287105","291456","295739","299906","305849","312446","319189","326096","333256","340579","347841","354733","361030","366629","371608","375964","380043","384042","388013","",
"Czech Republic","CZE","Rural population","SP.RUR.TOTL","3884203","3828621","3796447","3767312","3742092","3714591","3683086","3647740","3609212","3569696","3509276","3410396","3307236","3209952","3116999","3025935","2934700","2842920","2750823","2658820","2558840","2525602","2532083","2537294","2541852","2546549","2550807","2555063","2560031","2564468","2560605","2560857","2576685","2592690","2606957","2618682","2629045","2639712","2650698","2661463","2667547","2668884","2670674","2676944","2684795","2695557","2709931","2733000","2762927","2786024","2801381","2814526","2825825","2832545","2839844","2848280","2855023","",
"Germany","DEU","Rural population","SP.RUR.TOTL","20836712","20768071","20903401","21050022","21171231","21304018","21433533","21482504","21528785","21650322","21673217","21667597","21726668","21750209","21713675","21588023","21451007","21357951","21295639","21260524","21260046","21178760","21066192","21014164","21066224","21199425","21282187","21635606","21099829","21281747","21353187","21388515","21478393","21603012","21709020","21819475","21926962","22009929","22067414","22114521","22142025","22141424","22128364","22091923","22040918","21973977","21834702","21640169","21434841","21218431","21024031","20479754","20357384","20250111","20169501","20175776","20201273","",
"Djibouti","DJI","Rural population","SP.RUR.TOTL","41546","42968","44635","46503","48464","50458","52513","54656","56831","58960","61026","62874","64578","66623","69558","73662","79115","85525","91882","96991","100164","101128","100394","100404","102661","106722","112981","120910","129351","136720","141949","144951","146623","147159","147787","149402","152250","156031","160359","164628","168403","171616","174437","176985","179462","182020","184665","187352","190106","192942","195798","198707","201642","204570","207408","210124","212685","",
"Dominica","DMA","Rural population","SP.RUR.TOTL","37299","37894","38442","38980","39562","40206","40949","41753","42542","43218","43580","43321","42851","42285","41746","41331","41054","40892","40748","40508","40098","39351","37943","36434","34888","33353","31823","30310","28842","27464","26187","25162","25145","25168","25163","25099","24959","24760","24537","24341","24202","24118","23957","23836","23718","23589","23435","23269","23098","22936","22794","22671","22563","22466","22375","22286","22195","",
"Denmark","DNK","Rural population","SP.RUR.TOTL","1205031","1179808","1157609","1135659","1113984","1092288","1073702","1055896","1036317","1016431","998714","980763","961831","943557","924147","903388","882632","870832","859096","846933","833875","823805","817570","811434","805438","800242","795833","791356","786304","781335","779212","779794","780980","782186","783426","786105","789145","791005","792450","793693","795603","795779","792950","789180","780089","766524","755890","748599","742353","737112","732572","726570","718964","711749","705322","700432","696125","",
