ID,Promotion,purchase,V1,V2,V3,V4,V5,V6,V7
500,No,0,1,30.2843665,-0.6456167,2,1,2,2
503,Yes,1,3,31.7600326,1.51882802,2,1,2,2
505,No,0,2,30.1032921,0.91278351,2,2,4,2
506,Yes,0,2,27.4361092,-0.7321945,1,1,4,2
507,Yes,0,0,26.6341332,1.17251687,1,3,3,2
508,Yes,0,1,26.5999597,-0.2993055,2,3,2,2
510,No,0,1,16.392489,-0.6456167,1,3,3,2
511,No,0,1,40.5547884,-0.2127277,1,3,1,2
512,No,0,3,35.7243102,-0.4724611,2,2,4,2
513,Yes,0,1,34.8654158,-0.2993055,1,3,3,2
515,No,0,0,23.0737992,0.91278351,2,3,3,1
516,Yes,0,2,32.411276,0.39331678,2,2,3,1
517,No,0,2,39.4271061,-0.6456167,2,1,2,2
518,No,0,3,28.2196302,1.17251687,2,2,2,1
519,Yes,0,1,27.8689653,0.04700562,2,2,1,2
521,Yes,0,0,28.6789562,-0.3858833,2,4,1,2
523,Yes,0,1,32.0900093,-0.3858833,1,2,3,2
524,Yes,0,0,29.2157793,-1.6845501,2,2,3,1
526,Yes,0,0,32.5641085,-0.8187723,1,3,4,1
527,No,0,2,39.5940764,0.91278351,2,2,1,2
528,No,0,2,35.4669057,0.13358341,1,3,1,2
529,No,0,1,35.8642107,1.51882802,2,3,4,1
531,Yes,0,0,34.9188477,-0.7321945,1,3,1,2
532,No,0,3,32.6857343,-0.12615,1,2,4,1
533,No,0,1,32.5384573,0.99936129,2,2,1,2
534,Yes,1,2,17.5127087,1.25909466,2,3,4,2
536,No,0,0,28.5431072,0.39331678,2,1,2,2
537,No,0,1,33.6350031,0.13358341,1,3,2,2
539,Yes,0,2,24.9895274,-0.9919278,2,2,4,2
540,No,0,1,28.044095,0.30673899,2,3,2,2
541,No,0,2,30.7154456,1.6919836,2,2,2,2
542,Yes,0,2,26.5751118,-0.7321945,2,4,3,2
544,Yes,0,2,41.4148571,-0.12615,2,2,3,2
545,No,0,2,26.4418343,-0.2127277,2,3,2,2
547,Yes,0,1,32.6382275,0.2201612,2,3,1,2
548,No,0,0,35.9038751,-0.0395722,2,3,4,2
551,No,0,1,31.4296574,-0.0395722,2,2,3,2
552,No,0,2,30.8859065,0.2201612,2,3,1,2
553,Yes,0,1,20.5591908,0.04700562,2,3,4,2
554,No,0,2,30.8453075,-0.8187723,1,3,1,1
555,Yes,0,1,33.6903635,0.82620572,2,3,2,1
559,Yes,0,1,26.1561578,0.65305014,2,3,4,2
560,Yes,0,2,25.3237385,-0.6456167,2,2,3,2
561,Yes,0,2,32.2867522,-1.2516612,2,3,2,1
563,Yes,0,2,36.7103252,-0.6456167,2,3,3,1
567,No,0,2,32.3461157,1.51882802,2,2,4,2
568,Yes,0,0,25.9244676,-1.0785056,2,3,1,2
569,No,0,2,26.8484373,-0.9919278,2,3,1,2
570,No,0,1,25.3174127,1.6919836,2,4,3,2
572,Yes,0,1,34.2272531,-1.6845501,1,2,3,2
573,Yes,0,1,28.3458348,0.2201612,2,1,3,2
574,Yes,0,3,34.3344818,0.73962793,2,2,2,1
575,No,0,2,40.9764368,-1.2516612,2,2,4,2
576,No,0,1,23.7991482,0.99936129,2,1,2,1
578,No,0,2,31.5255688,-1.338239,2,3,2,1
579,No,0,0,28.5828167,-1.5113946,1,2,4,2
580,Yes,1,1,31.0437355,-1.338239,2,1,2,1
582,Yes,0,0,29.3750625,-0.2993055,2,1,3,2
583,No,0,1,30.3486475,-0.3858833,2,2,3,2
584,No,0,1,27.9584069,1.51882802,2,3,1,2
585,No,0,2,31.8578205,1.51882802,2,2,1,2
586,Yes,0,1,33.7597861,1.08593908,2,3,4,1
588,Yes,0,2,23.4421257,1.08593908,2,1,4,2
591,No,0,2,24.7700006,0.39331678,2,4,2,1
592,No,0,3,39.4088907,0.39331678,1,3,3,2
593,Yes,0,2,25.7775926,-0.4724611,1,2,1,1
594,No,0,2,25.5706111,-0.2127277,2,1,1,2
597,No,0,1,25.0641031,-1.6845501,2,3,3,2
598,Yes,0,0,26.7282528,-0.12615,2,3,1,2
600,Yes,0,1,33.0801206,0.04700562,2,2,2,2
601,Yes,0,3,31.3239615,0.04700562,1,4,2,1
602,Yes,0,1,37.2267599,0.82620572,1,2,3,2
603,No,0,2,28.7705141,1.51882802,2,1,4,2
606,Yes,0,0,36.0137582,-1.0785056,2,2,3,1
607,No,0,1,46.5242348,1.25909466,2,1,3,2
608,No,0,2,25.2074738,1.51882802,2,3,2,1
609,Yes,0,3,23.3710644,0.30673899,1,2,2,2
610,No,0,1,26.4229641,-0.6456167,2,2,1,2
611,No,0,1,42.8138296,-0.5590389,2,2,3,1
612,No,0,1,24.3686644,1.08593908,2,1,3,2
614,Yes,0,2,31.2877071,-0.2993055,2,2,3,2
616,Yes,0,2,35.6104867,-0.2993055,1,2,1,2
618,Yes,0,0,29.1775531,1.17251687,2,2,4,2
620,No,0,2,21.4496562,-1.338239,1,1,3,2
621,Yes,0,0,29.4230818,1.17251687,2,3,1,2
622,No,0,3,31.1306401,-1.2516612,2,2,4,2
623,No,0,1,32.4153845,-1.0785056,2,2,3,2
625,Yes,0,0,30.5703137,0.65305014,2,3,3,2
626,No,0,1,25.0299521,0.99936129,1,1,3,1
627,Yes,0,1,22.8301613,-1.4248168,2,3,2,1
630,No,0,2,31.2727199,-1.5979723,2,3,2,1
632,Yes,0,2,28.6706754,-1.338239,1,2,4,2
634,No,0,1,19.8414299,-1.6845501,2,4,3,2
636,No,0,3,22.6091638,0.30673899,2,3,2,2
637,No,0,3,35.8409084,-1.1650834,2,1,3,2
638,Yes,0,2,34.4331407,-0.9919278,2,3,2,2
639,No,1,1,34.901993,-0.90535,2,3,2,2
640,No,0,1,29.9509929,1.17251687,2,2,2,2
641,Yes,0,3,31.7372739,1.08593908,1,3,4,2
642,No,0,1,34.5570972,1.6919836,2,4,3,1
643,Yes,0,2,26.2434846,0.04700562,1,2,2,2
644,No,0,3,25.5703401,-1.6845501,2,3,2,2
645,Yes,0,1,27.8131108,0.04700562,1,2,3,2
646,No,0,0,28.1148946,1.08593908,2,4,3,2
647,Yes,0,2,37.3579259,0.82620572,2,3,3,2
648,No,0,2,33.9864966,-0.9919278,2,3,1,2
649,No,0,2,28.93236,-1.338239,2,3,4,2
651,No,0,1,37.3972247,-0.5590389,2,2,3,2
652,No,0,2,29.0079817,0.82620572,2,2,4,2
653,No,0,1,34.3579127,1.6919836,2,2,4,2
654,Yes,0,1,36.8924784,-0.6456167,2,2,4,2
656,Yes,0,2,25.6981948,0.47989457,2,3,3,2
657,No,0,2,26.1095285,-0.3858833,2,2,3,2
658,Yes,0,1,35.3921974,-1.1650834,2,3,3,2
659,No,0,3,32.757189,1.43225023,2,4,3,2
660,Yes,0,2,28.2645047,-1.1650834,2,3,1,2
661,Yes,1,2,26.7754157,1.43225023,2,3,3,2
662,No,0,2,31.9428305,-0.2127277,1,3,2,2
663,No,0,0,28.6018128,-0.12615,2,3,4,2
664,Yes,0,1,38.02541,-0.2127277,2,1,3,2
665,Yes,0,2,34.4562937,0.73962793,1,4,3,2
666,Yes,0,1,28.447738,0.13358341,2,2,3,2
668,No,0,2,31.2171163,-0.4724611,2,2,3,2
669,Yes,0,0,33.6825684,-0.2127277,2,1,2,1
670,No,0,3,31.0718851,0.82620572,2,3,2,1
674,No,0,0,24.0014527,-0.90535,2,3,3,1
675,Yes,0,2,28.3020336,1.17251687,1,2,1,1
676,Yes,0,3,29.1821324,0.2201612,1,2,4,2
677,No,0,2,31.6078786,-1.2516612,2,3,1,2
678,No,0,2,30.925636,-0.6456167,1,3,3,2
679,No,0,1,23.8657843,-1.1650834,2,1,3,2
680,Yes,0,3,38.5967007,-1.5979723,2,1,4,2
684,Yes,0,3,23.6959787,-0.6456167,2,3,3,2
686,No,0,2,35.8359234,0.39331678,2,1,4,2
687,Yes,0,1,28.2340461,1.6919836,1,2,3,1
689,No,0,1,24.2466332,-0.0395722,1,3,2,1
691,Yes,0,2,36.0789132,0.56647235,1,4,2,2
694,Yes,0,1,29.2260278,1.17251687,2,1,4,2
695,Yes,0,1,34.7784153,-1.6845501,2,1,3,2
696,Yes,0,1,34.0667855,-1.338239,2,2,1,2
697,Yes,0,2,34.4544034,-0.12615,1,2,1,2
698,No,0,1,37.5556443,0.2201612,2,4,3,2
699,Yes,0,1,26.7723454,1.60540581,2,2,4,2
700,Yes,0,1,23.2816926,0.82620572,1,3,1,2
701,Yes,0,1,32.0342209,-0.12615,2,3,4,2
702,No,0,2,23.1309184,-0.90535,1,1,1,1
703,Yes,0,0,30.1108549,-0.4724611,1,3,2,2
705,No,0,2,30.5467829,0.99936129,2,3,2,2
