"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","77496740.7407407","87879333.3333333","109079962.962963","131431037.037037","147841740.740741","164369296.296296","182144111.111111","208372851.851852","240923925.925926","290440148.148148","337174851.851852","398637740.740741","438794777.777778","459469074.074074","481706333.333333","499281148.148148","535172777.777778","589429592.592593","577280740.740741","633730629.62963","680617111.111111","727860592.592593","766198925.925926","830158777.777778","800740259.259259","814615333.333333","855643111.111111","919577148.148148","1022191296.2963","1157005444.44444","1311401333.33333","1368431037.03704","1224253000","1152469074.07407","1142042925.92593","1211411703.7037","1192925407.40741","1280133333.33333","1364863037.03704","1460144703.7037","1532397555.55556",
"Australia","AUS","GDP (current US$)","NY.GDP.MKTP.CD","18573188486.9526","19648336879.8298","19888005375.742","21501847911.3003","23758539590.0997","25931235300.7056","27261731436.891","30389741292.418","32657632433.6432","36620002239.8925","41261059469.1455","45138313360.9587","51954439252.3364","63721973094.1704","88809137803.9794","97147343984.7057","104894743476.617","110174351915.577","118309271373.787","134679086674.997","149738161559.889","176599326599.327","193721725697.893","176986429574.169","193194167723.239","180190994860.781","181977476217.124","189041159343.568","235699941792.782","299317645142.904","310838014621.008","325358292127.776","324878105052.68","311528948847.667","322201314424.075","367216364716.365","400302731411.229","434568007512.913","398899138574.239","388395162301.04","415034227218.489","378215090694.43","394486709920.469","466294700058.241","611904253805.662","692641708013.833","745521862833.184","851962785585.303","1052584601611.46","926448240318.068","1144260547872.81","1394280784777.68","1543411012579.91","1573696522006.77","1464955475993.76","1349034029453.37","1208039015868.39","1323421072479.07",
"Austria","AUT","GDP (current US$)","NY.GDP.MKTP.CD","6592693841.18495","7311749633.36229","7756110210.11966","8374175257.73075","9169983885.71185","9994070615.85997","10887682273.1014","11579431668.9165","12440625312.8685","13582798556.2404","15373005768.7219","17858485956.6031","22059612417.4058","29515467987.912","35189299985.2768","40059206763.056","42959976068.1138","51545759220.7143","62052258694.2102","73937296654.6577","82058912465.4329","71034228097.4598","71275287327.5793","72121016623.2572","67985345161.9558","69386774474.5943","99036165209.5539","124168442860.253","133339397080.129","133105805928.237","166463386663.439","173794177725.398","195078126346.106","190379720927.481","203535242741.838","241038283062.645","237250948791.266","212790348404.555","218259904401.956","217185787342.851","196799778883.361","197337879194.631","213377771503.858","261695778781.038","300904221504.842","315974418604.651","335998557270.104","388691445387.353","430294287388.311","400172297860.517","391892746544.69","431120310088.82","409425234155.263","430068712971.867","441885415805.825","382065930307.978","390799991147.468","416595666396.636",
"Azerbaijan","AZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8858006042.29607","5344000000","4820100000","3976759493.67089","3312797524.31477","3052646638.05436","3176749593.11788","3962710163.11167","4446394417.16206","4581407766.99029","5272798390.70183","5707720390.8515","6235795103.88809","7276013031.96905","8680472168.51531","13245716099.0057","20982986344.3027","33050343782.7759","48852482960.0779","44291490420.5026","52902703376.1056","65951627200.2026","69683935845.2138","74164435946.4627","75244294275.1498","53074370486.0433","37867518957.1975","40747792237.9735",
"Burundi","BDI","GDP (current US$)","NY.GDP.MKTP.CD","195999990","202999992","213500006","232749998","260750008","158994962.962963","165444571.428571","178297142.857143","183200000","190205714.285714","242732571.428571","252842285.714286","246804571.428571","304339839.552146","345263492.063492","420986666.666667","448412753.623188","547535555.555556","610225555.555556","782496666.666667","919726666.666667","969046666.666667","1013222222.22222","1082926304.46477","987143931.166987","1149979285.77347","1201725497.06578","1131466494.01101","1082403219.48787","1113924130.41149","1132101252.51817","1167398478.3459","1083037670.60484","938632612.026359","925030590.153683","1000428393.88528","869033856.317093","972896267.915425","893770806.077642","808077223.365746","870486065.883137","876794723.068586","825394490.159111","784654423.620476","915257323.3961","1117257279.46188","1273180597.02711","1356078278.18821","1611634331.64869","1739781488.7457","2026864469.36388","2355652125.85184","2472384906.99793","2714505634.52629","3093647226.8107","3066681386.75112","3007029030.4001","3477502178.27657",
"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD","11658722590.99","12400145221.595","13264015675.3193","14260017387.0492","15960106680.6732","17371457607.9374","18651883472.4808","19992040788.4593","21376353113.475","23710735894.7022","26849148285.599","29981290025.4913","37408591329.8506","47999363071.8278","56333010459.8177","66029748930.5693","71494539498.4326","83283328418.6832","101788475086.461","116938066868.465","127508202372.741","105290614080.834","92588895020.3073","87650915976.3314","83795680815.4147","86730038793.3963","120661220335.922","150194077687.736","163167853538.124","165100094594.595","206430841501.69","211637816538.689","236038384441.656","225924679920.709","246194938750.904","289567323481.117","281358175895.766","254813599458.728","260601911535.897","260202429149.798","237904919845.218","237841968680.09","258860436664.784","319002821670.429","370885026074","387365750528.541","409813197842.178","471821105940.323","518625897172.99","484552792442.345","483548031197.108","527008453886.929","497884216568.867","520925468952.938","530770977633.615","455039563132.776","467545548764.571","492681283049.248",
"Benin","BEN","GDP (current US$)","NY.GDP.MKTP.CD","226195579.35701","235668222.429984","236434906.75427","253927646.475909","269818988.259263","289908720.648622","302925280.773564","306222000.407316","326323097.355964","330748211.459737","333627758.154666","335072975.215766","410331900.950531","504376035.716401","554654786.965107","676870140.341529","698408244.385343","750049739.152238","928843304.783965","1186231265.18417","1405251547.23882","1291119965.11262","1267778489.03079","1095348302.91865","1051133927.00009","1045712703.02696","1336102040.71025","1562412030.34838","1620246187.15171","1502294411.46202","1959965243.76269","1986437859.90346","1695315305.70308","2274557914.07481","1598075932.35432","2169627250.93379","2361116587.86079","2268301537.65128","2455092582.30927","2689787917.50711","2569186642.86999","2680213931.46472","3054571081.6912","3905366187.87017","4521424807.22519","4803702821.08056","5142380779.44103","5969535131.58016","7132787396.66547","7097198711.61023","6970240895.49888","7814081155.64988","8152554487.31321","9157355679.70205","9707432015.61441","8291155880.59505","8573159696.61128","9273558271.64744",
"Burkina Faso","BFA","GDP (current US$)","NY.GDP.MKTP.CD","330442817.168859","350247237.11684","379567178.256898","394040749.12567","410321785.631059","422916848.424208","433889831.584706","450753993.176448","460442864.205949","478298781.545658","458404330.125096","482411278.982439","578595583.975723","674773821.151416","751133642.647461","939972703.463021","976547572.215824","1131225278.77773","1475584037.28156","1748480982.18517","1928720390.28869","1775842679.94056","1754450379.2077","1600278756.43589","1459880352.64829","1552493413.98989","2036303381.20142","2369835438.62393","2616040645.87263","2615588545.68629","3101301780.95067","3135045684.1006","2240264711.54816","2332018010.55341","1895290964.80829","2379518099.2266","2586550747.09844","2447669403.89018","2804902723.73145","2993753187.09677","2628920056.10098","2812845513.57125","3205592289.79773","4205691222.11396","4838551099.70985","5462709498.45119","5816310157.71765","6771277870.96412","8369637065.40255","8369175126.25316","8979966766.07232","10724063457.8326","11166063466.5623","11947176341.9966","12377391462.6377","10419303761.3524","11448781714.3131","12873114800.0165",
"Bangladesh","BGD","GDP (current US$)","NY.GDP.MKTP.CD","4274893913.49536","4817580183.60155","5081413339.78635","5319458351.16235","5386054619.34987","5906636557.00092","6439687598.32324","7253575399.32149","7483685473.51275","8471006100.95399","8992721809.39332","8751842839.79658","6288245866.66667","8086725729.3407","12512460519.7088","19448348073.4565","10117113333.3333","9651149301.8746","13281767142.8571","15565480321.9448","18138049095.6072","20249694002.448","18525399201.5968","17609048821.5488","18920840000","22278423076.9231","21774033333.3333","24298032258.0645","26579005760.3486","28781714763.8012","31598341233.559","30957483949.5798","31708874594.1645","33166519417.9894","33768660882.793","37939748768.6567","46438484107.5795","48244309133.4895","49984559471.3656","51270569883.5275","53369787318.6245","53991289844.3291","54724081490.5102","60158929188.2556","65108544250.0425","69442943089.4309","71819083683.7403","79611888213.148","91631278239.3237","102477791472.39","115279077465.226","128637938711.386","133355749482.478","149990451022.29","172885454931.453","195078665827.565","221415162445.648","249723887765.42",
"Bulgaria","BGR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","19839230769.2308","19870000000","19342000000","16563666666.6667","17594944444.4444","17155421052.6316","20249294117.6471","28101000000","22555941176.4706","21988444444.4444","20632090909.0909","10943548387.0968","10350515463.9175","10829710144.9275","9697416974.16974","13063422619.0476","10109612141.6526","11195612105.357","14630992956.1463","13495075365.9466","13153016530.8718","14075616789.4905","16276456427.5397","20982685981.4163","25957970922.4811","29636617749.8253","34130122490.8613","44411476557.0329","54409138498.3548","51884481410.3931","50610058210.3696","57418414504.0882","53903022339.0276","55758754071.6612","56731990231.9902","50199104511.4487","53240893665.1584","56831518294.4397",
"Bahrain","BHR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3072698328.46909","3467819148.93617","3645744680.85106","3735106382.97872","3905585106.38298","3651861702.12766","3052393617.02128","3392021010.6383","3702393617.02128","3863563829.78723","4229787234.04255","4616223404.25532","4751063829.78723","5200265957.44681","5567553457.44681","5849467819.14894","6101861436.17021","6349202393.61702","6183776595.74468","6621010372.34043","9062906914.89362","8976207712.76596","9632155053.19149","11074822074.4681","13150166755.3191","15968726861.7021","18505053191.4894","21730000000","25710877659.5745","22938218085.1064","25713271276.5957","28776595744.6809","30749308510.6383","32539547872.3404","33387712765.9575","31125851063.8298","32152686170.2128","35307127659.5745",
"Bahamas, The","BHS","GDP (current US$)","NY.GDP.MKTP.CD","169803921.568627","190098039.215686","212254901.960784","237745098.039216","266666666.666667","300392156.862745","340000000","390196078.431373","444901960.784314","528137254.901961","538423153.692615","573400000","590900000","670900000","632400000","596200000","642100000","713000000","832400000","1139800100","1335300000","1426500000","1578300000","1732800000","2041100000","2320699900","2472500000","2713999900","2817900000","3062000000","3166000000","3111160000","3109000000","3092000000","3259000000","3429000000","3609000000","6332360000","6833220000","7683870000","8076470000","8317830000","8881160000","8870090000","9055290000","9836200000","10167250000","10618340000","10526000000","9981960000","10095760000","10070450000","10720500000","10627600000","10957300000","11792300000","11838800000","12162100000",
"Bosnia and Herzegovina","BIH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1255802469.1358","1866572953.73666","2786045321.63743","3671816504.23851","4116699437.4041","4685729738.56209","5505984455.95855","5748990666.17862","6651226179.01829","8370020196.19158","10022840634.9206","11225138297.1959","12866524918.2221","15776422673.198","19112739664.4697","17613836209.9581","17176781336.7644","18644723860.9709","17226849297.07","18178503835.4491","18558343508.3435","16209702863.6235","16911088173.7458","18168579578.1952",
"Belarus","BLR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21650000000","","","","17793000000","13489222222.2222","14756846153.8462","14108846153.8462","15264369565.2174","12152867469.8795","12738912133.8912","12354820143.8849","14594249022.8922","17827791321.3067","23144351851.8519","30207567316.6202","36954312354.3124","45277399813.6067","60763483146.0674","49209523809.5238","57222490768.7143","61757788944.7236","65685102554.8759","75527984234.2342","78813839984.3506","56454734396.5842","47722657820.6675","54442374372.5094",
"Belize","BLZ","GDP (current US$)","NY.GDP.MKTP.CD","28071888.5622288","29964370.7125857","31856922.8615428","33749405.0118998","36193826.1234775","40069930.0699301","44405594.4055944","47379310.3448276","44910179.6407186","47305389.2215569","53233532.9341317","59207317.0731707","66062500","78343558.2822086","103216374.269006","118066298.342541","96905829.5964126","117650000","136300000","151800000","194750000","192900000","179250000","189000000","210900000","209150000","227850000","276550000","314900000","363150000","413050000","444720750","518239100","559858250","580863700","620140400","641383800","654314350","688992450","732732350","832072450","871860600","932551850","990374050","1057845500","1114222550","1217467600","1290573400","1368625150","1336957250","1397113450","1487005600","1573670250","1612573850","1703951050","1778567600","1820158550","1838000000",
"Bermuda","BMU","GDP (current US$)","NY.GDP.MKTP.CD","84466654.0801544","89249986.7007156","94149985.9705588","96366652.3069165","107566650.637987","114339048.962736","134173373.782802","155102984.621576","150000000","164900000","186300000","211100000","235400000","269500000","312600000","345000000","386300000","447000000","475800000","517200000","613299968","739100032","785500032","889400000","985699968","1039500032","1173500032","1296499968","1415100032","1501500032","1592400000","1634899968","1679900032","1820359936","1867160064","2030749952","2695390000","2932827000","3130748000","3324433000","3480219000","3680483000","3937228000","4186525000","4484703000","4868136000","5414299000","5895048000","6109928000","5806378000","5744414000","5550771000","5537537000","5573710000","","","","",
"Bolivia","BOL","GDP (current US$)","NY.GDP.MKTP.CD","563110051.920733","612518906.826491","669722541.277818","721142957.311474","812543072.505384","908874537.037037","994044553.872054","1084059814.81481","908874537.037037","964615698.653199","1017171717.17172","1095454545.45455","1257615644.97932","1263018490.75462","2100249875.06247","2404697651.17441","2732083958.02099","3227436281.85907","3758220889.55522","4421343606.18135","4537487842.57749","5891606676.18271","5594118400.16731","5422656261.71049","6169481549.37482","5377277406.71638","3959379487.6064","4347956298.51327","4597615562.66594","4715978868.21613","4867582620.20708","5343274311.56789","5643893347.00679","5734676560.92471","5981244886.917","6715220507.05164","7396966657.47054","7925673448.41368","8497545598.08352","8285075872.27307","8397912509.09679","8141537937.61068","7905485076.70851","8082364868.39357","8773451738.91129","9549077869.1065","11451869164.7112","13120183156.7149","16674324634.2373","17339992165.2422","19649631308.1648","23963033443.8518","27084497539.7974","30659338929.0883","32996187988.4226","33000198263.3864","33941126193.9219","37508642112.8799",
"Brazil","BRA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","183785591126","213196296692","200567103794.714","218580866274.609","266313891601.56","293364326103.587","330301146051.941","425595310000","461951782000","602860000000","400599250000","437798577639.752","558111997497.263","769305386182.849","850426432991.742","883199625324.675","863723411632.917","599388579985.673","655420645476.906","559372276081.966","507962487700.024","558319920831.979","669316654017.094","891630175813.342","1107640297889.95","1397084345950.39","1695824571927.15","1667019780934.28","2208871646202.82","2616201578192.25","2465188674415.03","2472806919901.67","2455993625159.37","1802214373741.32","1793989048409.29","2055505502224.73",
"Barbados","BRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","441595558.606712","475761121.225276","515665506.09741","585680637.085325","654039198.238682","793011830.762368","1017805364.63271","1120203465.74947","1170432057.56665","1242716529.86561","1354407508.62536","1417575550.32519","1556321742.47593","1713771321.27522","1822815594.37716","2015731028.99116","2023318251.8769","2007109829.46353","1950900000","2046189031.96937","2151295182.22045","2261969870.23318","2411872918.01323","2549296474.91672","2874459304.92716","3012081738.17929","3121500000","3116650000","3169600000","3274850000","3514350000","3897300000","4246600000","4523750000","4607300000","4434050000","4461650000","4660900000","4656350000","4612500000","4608350000","4584150000","4529050000","4796845980.8226",
"Brunei Darussalam","BRN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","114040245.655299","132758395.400497","139030445.576898","160819286.554292","161211289.690318","179080099.307461","197523179.241883","270818555.823521","433092003.579273","1073577085.64159","1168304305.65513","1423061356.64562","1732721160.94122","1941600703.60598","2803780005.51826","4928824957.9675","4366213849.57637","4264252336.4486","3844723142.45149","3782523088.4628","3523612563.06532","2358592817.12134","2754463437.79677","2690717551.18267","2985467979.28524","3520551724.13793","3701667052.55846","4183548189.07305","4105706151.75145","4087337959.93191","4734020036.68689","5115602836.87943","5197332974.13793","4051147227.53346","4600000000","6001153306.2645","5601090584.36122","5843329107.56171","6557333084.60567","7872333215.00414","9531402847.87311","11470703002.0769","12247694247.2298","14393099068.5859","10732366286.2643","13707370737.0737","18525319977.7407","19048495518.5659","18093829923.2737","17098342541.4365","12930394937.8137","11400653959.8368","12128089001.5858",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","135653295.165394","146391639.722864","148934334.038055","165585940.594059","169264991.197183","172217502.021019","201375725.614592","253182453.703704","283855833.333333","275949889.09427","299787275.842376","250045839.929639","250794359.567901","235239570.350935","270801565.189672","303053462.843047","316420860.852385","365964500.137703","376955087.251575","419035810.496981","439158233.199822","476360697.181606","537050133.717342","622026107.771576","702682018.976169","818869145.124717","897731524.929922","1196091805.02316","1258332337.28382","1264758197.96593","1585472534.10547","1820207625.80217","1823692109.61652","1798333725.83954","1944782820.88824","2059258652.94668","2212638830.39439","2511852941.17647",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30412308.9864012","32902336.644746","35643207.6265246","38091150.566196","41613969.0506064","45790869.7473126","51464435.1464435","58646443.5146444","66248256.6248257","77356914.0788191","96245114.4611949","126957494.407159","165258093.875959","244129088.027662","306033848.417954","355172413.793103","372010119.595216","451603325.415677","590376720.598889","819877300.613497","1060923829.13021","1073861599.13948","1014907254.54016","1172258182.14969","1240796364.75662","1114764007.14811","1392634771.9653","1965274882.36345","2644536804.11244","3083800684.89751","3790567051.86778","3942792837.35655","4146513722.33019","4160086253.1468","4259330999.03151","4730611067.02258","4847752842.78924","5020214747.45261","4790458837.17078","5484257417.17845","5788329609.15755","5489608299.66445","5438857106.73536","7511582173.37724","8957467706.5354","9931134940.51346","10126940513.3125","10939053365.4786","10945070441.9283","10267133177.7334","12786654365.8738","15682926895.9668","14686278707.4589","14915780538.6724","16250774266.6656","14420551446.4623","15648700274.4804","17406530780.7155",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.949571","123134584.467673","124482748.937917","129379097.888958","142025069.461676","150574816.300764","157930041.875883","163820538.867947","191767436.956884","188039191.323608","189106554.521277","201450768.367553","230317908.038643","271183061.359635","281398668.160613","378660016.265936","451152449.984411","507298120.68315","610578523.761178","700764892.704831","797048028.773247","694803502.722356","748312283.726757","658679394.907969","637820620.670195","864849765.059664","1122265026.38274","1200991825.95398","1264899368.20165","1233930277.04922","1440711395.67069","1377375030.52921","1411917558.45855","1278781166.72188","851174350.649409","1115389731.79119","1007791186.20106","937741468.029676","967338348.658314","999477510.686632","914500299.097034","931833302.752857","991387870.12463","1139754799.16304","1270080250.65268","1337362392.15225","1460561215.4447","1697565948.65323","1985240986.18508","1981732633.92013","1986015906.25044","2195599556.73866","2169706564.05899","1518565298.35641","1702899386.14322","1583776805.96568","1755468136.86556","1949411659.20453",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","41093453544.9096","40767969453.696","41978852041.4426","44657169109.224","48882938810.2204","53909570342.169","60358632035.1532","64768831262.1761","70759031841.7237","77887510241.7083","87896095224.4234","99271961477.5203","113082820992.019","131321859214.079","160408697648.262","173834029787.652","206575564401.623","211612156934.65","218632867449.812","243072102185.419","273853826377.01","306214863624.99","313506525087.136","340547711781.889","355372558103.621","364756499450.751","377437927311.983","431316742081.448","507354351182.254","565055743243.243","593929550908.468","610328183643.188","592387689252.916","577170761956.438","578139279437.61","604031623433.401","628546387972.131","652825364726.275","631813279406.808","676082654640.91","742293448252.643","736379777892.562","757950678646.53","892380986367.854","1023196003074.56","1169357979864.66","1315415197461.21","1464977190205.75","1549131208997.19","1371153004986.44","1613464422811.13","1788647906047.76","1824288757447.57","1842628005830.18","1799268695861.8","1559623393038.66","1535767736946.18","1653042795255.04",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256391119867.649","242844938128.091","260069791613.87","274192522357.49","311016433450.634","386483907816.169","412962206488.87","409177909939.01","447675040690.542","434158675543.007","427831355696.263","468374571700.502","527431862889.731","634787658548.013","762873141595.66","886290450379.885","1002435558361.94","1265875311783.39","1529583538570.5","1286223012130.48","1312703359581.13","1446066158638.56","1351505878828.8","1422649884075.1","1463900229119.28","1286222588314.92","1313066988021.63","1450746635299.76",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","9522746719.21614","10712712465.0522","11879982758.5619","13063643795.7884","14480556571.5476","15346741669.7575","16480058704.8531","17740013179.26","18942729779.1","20524886616.4789","","","","","","","","","","","119008334606.433","108993981315.548","111711490075.358","111314328474.108","106285277141.763","107766112124.049","154482372838.957","193466104144.313","209298156700.608","202078703955.009","258066552980.132","261113787377.964","271814366804.153","264353008121.278","292646657673.466","342617007103.594","330091688349.515","286519135326.948","295045152020.968","289912492344.561","272055499940.786","278631271391.325","301416810214.295","352914820747.011","394163688620.828","408689353999.357","430921192375.18","479913034321.893","554363487120.303","541506500413.565","583782977866.405","699579638638.226","668043614122.87","688504173431.454","709182559935.301","679289166858.236","668745279604.532","678887336848.252",
