"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","102.7","102.4","102.1","101.8","101.5","101.2","100.9","100.6","100.3","100","99.6","99.2","98.8","98.4","98","98","98","98","98","98","98","98","98","98","98","","",
"Australia","AUS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1285410","1285710","1286010","1286310","1286610","1286910","1287210","1287510","1287810","1288110","1288410","1286010","1283610","1281210","1278810","1276410","1267550","1258690","1249830","1240970","1232110","1235190","1238270","1241350","1244430","1247510","","",
"Austria","AUT","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37760","37822","37884","37946","38008","38070","38132","38194","38256","38318","38380","38406","38432","38458","38484","38510","38528","38546","38564","38582","38600","38618","38636","38654","38672","38690","","",
"Azerbaijan","AZE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8520","8558","8558","8578","8598","8618","8638","8658","8678","8698","8718","8728.8","8739.6","8750.4","8761.2","8772","9034.2","9296.4","9558.6","9820.8","10083","10345.2","10607.4","10869.6","11131.8","11394","","",
"Burundi","BDI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2890","2799","2708","2617","2526","2435","2344","2253","2162","2071","1980","1946","1912","1878","1844","1810","1954","2098","2242","2386","2530","2576","2622","2668","2714","2760","","",
"Belgium","BEL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6670","6670","6670","6670","6670","6670","6670","6670","6670","6670","6673","6686.8","6700.6","6714.4","6728.2","6742","6756","6770","6784","6798","6812","6816.4","6820.8","6825.2","6829.6","6834","","",
"Benin","BEN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57610","56910","56210","55510","54810","54110","53410","52710","52010","51310","50610","50110","49610","49110","48610","48110","47610","47110","46610","46110","45610","45110","44610","44110","43610","43110","","",
"Burkina Faso","BFA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68470","67871","67272","66673","66074","65475","64876","64277","63678","63079","62480","61882","61284","60686","60088","59490","58890","58290","57690","57090","56490","55892","55294","54696","54098","53500","","",
"Bangladesh","BGD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14940","14914","14888","14862","14836","14810","14784","14758","14732","14706","14680","14654","14628","14602","14576","14550","14524","14498","14472","14446","14420","14394","14368","14342","14316","14290","","",
"Bulgaria","BGR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33270","33318","33366","33414","33462","33510","33558","33606","33654","33702","33750","34302","34854","35406","35958","36510","36682","36854","37026","37198","37370","37542","37714","37886","38058","38230","","",
"Bahrain","BHR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.3","2.5","2.6","2.8","2.9","3.1","3.2","3.4","3.6","3.7","3.9","4","4.2","4.3","4.5","4.6","4.8","4.9","5.1","5.3","5.4","5.6","5.7","5.9","6","","",
"Bahamas, The","BHS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","5150","","",
"Bosnia and Herzegovina","BIH","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22100","22050","22050","22025","22000","21975","21950","21925","21900","21875","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","21850","","",
"Belarus","BLR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77800","78786","78786","79279","79772","80265","80758","81251","81744","82237","82730","83056","83382","83708","84034","84360","84556","84752","84948","85144","85340","85539","85738","85937","86136","86335","","",
"Belize","BLZ","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16160.3","16003.5","15846.8","15690.1","15533.4","15376.6","15219.9","15063.2","14906.5","14749.7","14593","14507.5","14421.9","14336.4","14250.8","14165.3","14115","14064.7","14014.5","13964.2","13913.9","13863.7","13813.5","13763.4","13713.2","13663","","",
"Bermuda","BMU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","",
"Bolivia","BOL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","627950","625246","622542","619838","617134","614430","611726","609022","606318","603614","600910","598196","595482","592768","590054","587340","582290","577240","572190","567140","562090","559200","556310","553420","550530","547640","","",
"Brazil","BRA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5467050","5441619","5416188","5390757","5365326","5339895","5314464","5289033","5263602","5238171","5212740","5183660","5154580","5125500","5096420","5067340","5050788","5034236","5017684","5001132","4984580","4974740","4964900","4955060","4945220","4935380","","",
"Barbados","BRB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","","",
"Brunei Darussalam","BRN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4130","4114","4098","4082","4066","4050","4034","4018","4002","3986","3970","3954","3938","3922","3906","3890","3872","3854","3836","3818","3800","3800","3800","3800","3800","3800","","",
"Bhutan","BTN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25067.1","25166.4","25265.7","25365","25464.3","25563.6","25662.9","25762.2","25861.4","25960.7","26060","26159.3","26258.6","26357.9","26457.2","26556.5","26655.8","26755","26854.3","26953.6","27052.9","27152.2","27251.5","27350.8","27450.1","27549.3","","",
"Botswana","BWA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137180","135997","134814","133631","132448","131265","130082","128899","127716","126533","125350","124166","122982","121798","120614","119430","118246","117062","115878","114694","113510","112488","111466","110444","109422","108400","","",
"Central African Republic","CAF","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225600","225444","225288","225132","224976","224820","224664","224508","224352","224196","224040","223884","223728","223572","223416","223260","223104","222948","222792","222636","222480","222324","222168","222012","221856","221700","","",
"Canada","CAN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3482730","3482259","3481788","3481317","3480846","3480375","3479904","3479433","3478962","3478491","3478020","3477568","3477116","3476664","3476212","3475760","3475212","3474664","3474116","3473568","3473020","3472554","3472088","3471622","3471156","3470690","","",
"Central Europe and the Baltics","CEB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","352930","353267","354124","354742","355346","355950","356554","357158","357762","358366","358970","360416","361862","363308","364754","366200","367256","368312","369368","370424","371480","372650","373820","374990","376160","377330","","",
"Switzerland","CHE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11510","11553","11596","11639","11682","11725","11768","11811","11854","11897","11940","11986","12032","12078","12124","12170","12206","12242","12278","12314","12350","12388","12426","12464","12502","12540","","",
"Channel Islands","CHI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","","",
"Chile","CHL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152630","153201","153772","154343","154914","155485","156056","156627","157198","157769","158340","158756","159172","159588","160004","160420","160798","161176","161554","161932","162310","165318","168326","171334","174342","177350","","",
"China","CHN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1571406","1591265.9","1611125.8","1630985.7","1650845.6","1670705.5","1690565.4","1710425.3","1730285.2","1750145.1","1770005","1802091.8","1834178.6","1866265.4","1898352.2","1930439","1945571.8","1960704.6","1975837.4","1990970.2","2006103","2021525","2036947","2052369","2067791","2083213","","",
"Cote d'Ivoire","CIV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102220","102326","102432","102538","102644","102750","102856","102962","103068","103174","103280","103434","103588","103742","103896","104050","104046","104042","104038","104034","104030","104026","104022","104018","104014","104010","","",
"Cameroon","CMR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243160","240960","238760","236560","234360","232160","229960","227760","225560","223360","221160","218960","216760","214560","212360","210160","207960","205760","203560","201360","199160","196960","194760","192560","190360","188160","","",
"Congo, Dem. Rep.","COD","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1603630","1600516","1597402","1594288","1591174","1588060","1584946","1581832","1578718","1575604","1572490","1569376","1566262","1563148","1560034","1556920","1553806","1550692","1547578","1544464","1541350","1538236","1535122","1532008","1528894","1525780","","",
"Congo, Rep.","COG","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227260","227090","226920","226750","226580","226410","226240","226070","225900","225730","225560","225390","225220","225050","224880","224710","224590","224470","224350","224230","224110","223956","223802","223648","223494","223340","","",
"Colombia","COL","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644170","641551.4","638932.9","636314.3","633695.8","631077.2","628458.6","625840.1","623221.5","620603","617984.4","614790.2","611596.1","608401.9","605207.8","602013.6","598881.5","595749.4","592617.4","589485.3","586353.2","586086","585818.9","585551.7","585284.6","585017.4","","",
"Comoros","COM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490","486","482","478","474","470","466","462","458","454","450","444","438","432","426","420","414","408","402","396","390","386","382","378","374","370","","",
"Cabo Verde","CPV","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577.5","601.8","626.2","650.5","674.9","699.2","723.5","747.9","772.2","796.6","820.9","823.9","826.9","829.9","832.9","835.9","838.9","841.9","844.9","847.9","850.9","860.5","870.2","879.8","889.4","899","","",
"Costa Rica","CRI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25640","25452","25264","25076","24888","24700","24512","24324","24136","23948","23760","23990","24220","24450","24680","24910","25138","25366","25594","25822","26050","26352","26654","26956","27258","27560","","",
"Caribbean small states","CSS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349477.2","349230","348983","348735.9","348488.8","348241.6","347994.6","347747.5","347500.4","347253.3","347006.2","346826.4","346646.5","346466.8","346286.9","346107.1","345952.1","345797.2","345642.3","345487.4","345332.4","345153.3","344974.2","344795.2","344616.1","344437","","",
"Cuba","CUB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20580","20957","21334","21711","22088","22465","22842","23219","23596","23973","24350","24874","25398","25922","26446","26970","27440","27910","28380","28850","29320","29856","30392","30928","31464","32000","","",
"Curacao","CUW","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","127","","",
"Cyprus","CYP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1611.1","1621.6","1632.1","1642.6","1653.1","1663.6","1674.1","1684.6","1695.1","1705.6","1716.1","1718.6","1721.1","1723.5","1726","1728.5","1728.5","1728.5","1728.5","1728.4","1728.4","1728.1","1727.8","1727.6","1727.3","1727","","",
"Czech Republic","CZE","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26290","26290","26290","26314","26322","26330","26338","26346","26354","26362","26370","26390","26410","26430","26450","26470","26490","26510","26530","26550","26570","26590","26610","26630","26650","26670","","",
"Germany","DEU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113000","113054","113108","113162","113216","113270","113324","113378","113432","113486","113540","113600","113660","113720","113780","113840","113890","113940","113990","114040","114090","114110","114130","114150","114170","114190","","",
"Djibouti","DJI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","56","","",
"Dominica","DMA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","497.3","494.7","492","489.3","486.6","484","481.3","478.6","476","473.3","470.6","467.9","465.3","462.6","459.9","457.2","454.6","451.9","449.3","446.6","443.9","441.3","438.6","436","433.3","","",
"Denmark","DNK","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5432","5474.3","5516.6","5558.9","5601.2","5643.5","5685.8","5728.1","5770.4","5812.7","5855","5799.4","5743.8","5688.2","5632.6","5577","5635.8","5694.6","5753.4","5812.2","5871","5921.2","5971.4","6021.6","6071.8","6122","","",
"Dominican Republic","DOM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11050","11431","11812","12193","12574","12955","13336","13717","14098","14479","14860","15192","15524","15856","16188","16520","16850","17180","17510","17840","18170","18502","18834","19166","19498","19830","","",
"Algeria","DZA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16670","16582","16494","16406","16318","16230","16142","16054","15966","15878","15790","15704","15618","15532","15446","15360","16124","16888","17652","18416","19180","19256","19332","19408","19484","19560","","",
"East Asia & Pacific (excluding high income)","EAP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4570859.4","4567552","4564252.6","4560953.1","4557653.5","4554354","4551054.4","4547754.8","4544455.3","4541155.8","4537856.3","4560126","4582395.9","4604665.7","4626935.6","4649205.3","4661403.5","4673601.5","4685799.6","4697997.8","4710195.9","4715669.4","4721142.7","4726616.2","4732089.7","4737563.1","","",
"Early-demographic dividend","EAR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8134628.4","8085905.1","8037524.4","7972899.5","7924394.6","7875889.6","7827384.7","7778879.8","7730374.8","7681870","7633365.1","7610903.1","7588441.2","7565979.3","7543517.4","7521055.5","7493307.2","7465558.9","7437810.7","7410062.5","7382314.4","7357652.6","7332990.9","7308329.3","7283667.6","7259005.8","","",
"East Asia & Pacific","EAS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6280252.9","6277601.9","6274961.3","6272320.6","6269679.8","6267039.1","6264398.2","6261757.5","6259116.7","6256476","6253835.3","6273878.8","6293922.5","6313966.1","6334009.8","6354053.2","6357353.8","6360654.1","6363954.6","6367255.1","6370555.6","6379017.4","6387479.1","6395941","6404402.8","6412864.6","","",
"Europe & Central Asia (excluding high income)","ECA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8702828","8704382.5","8706538.6","8708391.9","8710245.2","8712098.5","8713951.8","8715805.1","8717658.4","8719511.7","8721365","8722762.8","8724160.6","8725558.4","8726956.2","8728354","8743559.4","8758764.8","8773970.2","8789175.6","8804381","8806407.2","8808433.4","8810459.6","8812485.8","8814512","","",
"Europe & Central Asia","ECS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10199847.6","10207941.5","10217086.8","10225725.5","10234350","10242974.7","10251599.2","10260223.9","10268848.4","10277473.1","10286097.6","10290881.6","10295665.5","10300449.4","10305233.4","10310017.4","10329829.8","10349642.1","10369454.7","10389267","10409079.3","10414000.9","10418922.6","10423844.2","10428765.9","10433687.5","","",
"Ecuador","ECU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146308.5","145406.5","144504.6","143602.7","142700.7","141798.8","140896.9","139995","139093","138191.1","137289.2","136501.8","135714.4","134927.1","134139.7","133352.4","132565","131777.6","130990.3","130202.9","129415.6","128628.2","127840.8","127053.5","126266.1","125478.8","","",
"Egypt, Arab Rep.","EGY","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","455","470","485","500","515","530","545","560","575","590","606","622","638","654","670","676","682","688","694","700","706","712","718","724","730","","",
"Euro area","EMU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916809.5","922699.5","929039.3","935151.3","941265.1","947379.1","953492.9","959606.9","965720.7","971834.7","977948.5","980692.9","983437.2","986181.5","988925.9","991670.3","995960.1","1000249.8","1004539.8","1008829.5","1013119.2","1015445.4","1017771.7","1020097.9","1022424.2","1024750.4","","",
"Eritrea","ERI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16210","16589.6","16210","16075","16030","15985","15940","15895","15850","15805","15760","15716","15672","15628","15584","15540","15496","15452","15408","15364","15320","15276","15232","15188","15144","15100","","",
"Spain","ESP","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138094.9","141262.4","144429.8","147597.3","150764.7","153932.2","157099.6","160267.1","163434.5","166602","169769.4","170379.7","170990","171600.3","172210.6","172820.9","174751.1","176681.3","178611.6","180541.8","182472","182813.3","183154.7","183496","183837.4","184178.7","","",
"Estonia","EST","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22060","22060","22134","22171","22208","22245","22282","22319","22356","22393","22430","22448","22466","22484","22502","22520","22484","22448","22412","22376","22340","22336","22332","22328","22324","22320","","",
"Ethiopia","ETH","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167350","165896","164442","146913","145504","144095","142686","141277","139868","138459","137050","135640","134230","132820","131410","130000","128592","127184","125776","124368","122960","123366","123772","124178","124584","124990","","",
"European Union","EUU","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1479241.5","1485786.8","1492851.9","1499678.2","1506490.3","1513302.6","1520114.7","1526927","1533739.1","1540551.4","1547363.5","1551368.3","1555373","1559377.7","1563382.5","1567387.3","1572379.9","1577372.4","1582365.2","1587357.7","1592350.2","1596042.6","1599735.1","1603427.5","1607120","1610812.4","","",
"Fragile and conflict affected situations","FCS","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4259791.4","4242456.4","4224369.9","4206528.1","4188776.1","4171024.3","4153272.4","4135520.5","4117768.6","4100016.8","4082264.9","4065862.2","4049459.5","4033056.8","4016654.1","4000251.4","3982998.3","3965745.3","3948492.1","3931239.1","3913986","3895299","3876611.8","3857924.8","3839237.7","3820550.7","","",
"Finland","FIN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218750","219320","219890","220460","221030","221600","222170","222740","223310","223880","224450","223846","223242","222638","222034","221430","221580","221730","221880","222030","222180","222180","222180","222180","222180","222180","","",
"Fiji","FJI","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9529","9556.5","9584.1","9611.6","9639.2","9666.7","9694.2","9721.8","9749.3","9776.9","9804.4","9838","9871.7","9905.3","9939","9972.6","9963.9","9955.1","9946.4","9937.7","9929","9977.6","10026.2","10074.8","10123.4","10172","","",
"France","FRA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144360","145213","146066","146919","147772","148625","149478","150331","151184","152037","152890","154034","155178","156322","157466","158610","159736","160862","161988","163114","164240","165370","166500","167630","168760","169890","","",
"Faroe Islands","FRO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","","",
"Micronesia, Fed. Sts.","FSM","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","640","636.1","636.4","636.7","636.9","637.2","637.5","637.7","638","638.3","638.6","638.8","639.1","639.4","639.7","639.9","640.2","640.5","640.7","641","641.3","641.6","641.8","642.1","642.4","642.7","","",
"Gabon","GAB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","220000","222000","224000","226000","228000","230000","","",
"United Kingdom","GBR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27780","27956","28132","28308","28484","28660","28836","29012","29188","29364","29540","29674","29808","29942","30076","30210","30286","30362","30438","30514","30590","30760","30930","31100","31270","31440","","",
"Georgia","GEO","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27520","27520","27539.6","27547.9","27556.2","27564.5","27572.8","27581.1","27589.4","27597.7","27606","27629.8","27653.6","27677.4","27701.2","27725","27824.8","27924.6","28024.4","28124.2","28224","28224","28224","28224","28224","28224","","",
"Ghana","GHA","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86270","86552","86834","87116","87398","87680","87962","88244","88526","88808","89090","89378","89666","89954","90242","90530","90814","91098","91382","91666","91950","92234","92518","92802","93086","93370","","",
"Gibraltar","GIB","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Guinea","GIN","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72640","72280","71920","71560","71200","70840","70480","70120","69760","69400","69040","68680","68320","67960","67600","67240","66880","66520","66160","65800","65440","65080","64720","64360","64000","63640","","",
